Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Demir, E., Li, K., Bobrowski-Khoury, N., Sanders, J.I., Beynon, R.J., Hurst, J.L., Kepecs, A., Axel, R.","21739313500; 57214328452; 55509470500; 55533063100; 35483035000; 7202860744; 6603111953; 7006007097","The pheromone darcin drives a circuit for innate and reinforced behaviours",2020,"Nature",578,"7793",,137,141,,35,10.1038/s41586-020-1967-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078679607&partnerID=40&md5=ed36a454b94450bf4aff963ad38fe75b",Article,Final,"",Scopus,2-s2.0-85078679607
"Juavinett, A.L., Bekheet, G., Churchland, A.K.","55359185300; 57191034197; 6506370880","Implanting and Recycling Neuropixels Probes for Recordings in Freely Moving Mice",2020,"Bio-protocol",10,"3", e3503,,,,,10.21769/BioProtoc.3503,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150659935&partnerID=40&md5=d0b34ba4f2a65c830ac7aa63551660f3",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85150659935
"Koo, P.K., Ploenzke, M.","55924625400; 57194543073","Deep learning for inferring transcription factor binding sites",2020,"Current Opinion in Systems Biology",19,"",,16,23,,30,10.1016/j.coisb.2020.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088254274&partnerID=40&md5=6b4c13fb3ab7f9049069427d787eb23a",Review,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85088254274
"Noble, K., Owens, J., André, F., Bakhoum, S.F., Loi, S., Reinhardt, H.C., Tuveson, D., Swanton, C.","57568139800; 57567538800; 7102504411; 14830146500; 6701541838; 57200290146; 6701721348; 7005912775","Securing the future of the clinician-scientist",2020,"Nature cancer",1,"2",,139,141,,10,10.1038/s43018-019-0005-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087396112&partnerID=40&md5=f73f80a3d607375b8e65004229ada8bb",Article,Final,"",Scopus,2-s2.0-85087396112
"Michalski, K., Syrjanen, J.L., Henze, E., Kumpf, J., Furukawa, H., Kawate, T.","56178773600; 57214221482; 57204900845; 57193640639; 35229357000; 6603841976","The Cryo-EM structure of a pannexin 1 reveals unique motifs for ion selection and inhibition",2020,"eLife",9,"", e54670,,,,79,10.7554/eLife.54670,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082779503&partnerID=40&md5=05ae5cc3e01d9339ac2381c09c5cefd0",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85082779503
"Ellwood, E.R., Sessa, J.A., Abraham, J.K., Budden, A.E., Douglas, N., Guralnick, R., Krimmel, E., Langen, T., Linton, D., Phillips, M., Soltis, P.S., Studer, M., White, L.D., Williams, J., Monfils, A.K.","34972779300; 15729756400; 24478655300; 57203501742; 56411704400; 57203081185; 57189935272; 6603868338; 8600003200; 57221039797; 7006218396; 57191666230; 7402225814; 57213046586; 6506806666","Biodiversity Science and the Twenty-First Century Workforce",2020,"BioScience",70,"2",,119,121,,10,10.1093/biosci/biz147,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081569423&partnerID=40&md5=1104f1ff3cc9cc99177a997a8f39168d",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85081569423
"Mohanty, A., Li, Q., Tadayon, M.A., Roberts, S.P., Bhatt, G.R., Shim, E., Ji, X., Cardenas, J., Miller, S.A., Kepecs, A., Lipson, M.","55439662300; 57203619836; 57196812236; 57193086510; 57193760946; 55767976000; 57189727749; 7005261459; 57190240102; 6603111953; 7007128346","Reconfigurable nanophotonic silicon probes for sub-millisecond deep-brain optical stimulation",2020,"Nature Biomedical Engineering",4,"2",,223,231,,79,10.1038/s41551-020-0516-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079729855&partnerID=40&md5=7287e815cddb4d8f672d77d0103e28d3",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85079729855
"Price, N., Lopez, L., Platts, A.E., Lasky, J.R.","35113585700; 55240111900; 11439967600; 14014091900","In the presence of population structure: From genomics to candidate genes underlying local adaptation",2020,"Ecology and Evolution",10,"4",,1889,1904,,9,10.1002/ece3.6002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079444947&partnerID=40&md5=b22e0248ab1e667da618453390882e6b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85079444947
"Joly-Lopez, Z., Platts, A.E., Gulko, B., Choi, J.Y., Groen, S.C., Zhong, X., Siepel, A., Purugganan, M.D.","42761499600; 11439967600; 53866497700; 56342331900; 39661013400; 8954564800; 6701428520; 7006356002","An inferred fitness consequence map of the rice genome",2020,"Nature Plants",6,"2",,119,130,,17,10.1038/s41477-019-0589-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079439410&partnerID=40&md5=6935a686b886cfdb4690e58afaae861b",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85079439410
"Syrjanen, J.L., Michalski, K., Chou, T.-H., Grant, T., Rao, S., Simorowski, N., Tucker, S.J., Grigorieff, N., Furukawa, H.","57214221482; 56178773600; 57214220591; 56673724900; 57194010962; 35340104300; 7202408608; 6603858126; 35229357000","Structure and assembly of calcium homeostasis modulator proteins",2020,"Nature Structural and Molecular Biology",27,"2",,150,159,,42,10.1038/s41594-019-0369-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078458441&partnerID=40&md5=ac6d8a3016a3eea2d75ce0d34eeff728",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85078458441
"Chan-Seng-Yue, M., Kim, J.C., Wilson, G.W., Ng, K., Figueroa, E.F., O’Kane, G.M., Connor, A.A., Denroche, R.E., Grant, R.C., McLeod, J., Wilson, J.M., Jang, G.H., Zhang, A., Dodd, A., Liang, S.-B., Borgida, A., Chadwick, D., Kalimuthu, S., Lungu, I., Bartlett, J.M.S., Krzyzanowski, P.M., Sandhu, V., Tiriac, H., Froeling, F.E.M., Karasinska, J.M., Topham, J.T., Renouf, D.J., Schaeffer, D.F., Jones, S.J.M., Marra, M.A., Laskin, J., Chetty, R., Stein, L.D., Zogopoulos, G., Haibe-Kains, B., Campbell, P.J., Tuveson, D.A., Knox, J.J., Fischer, S.E., Gallinger, S., Notta, F.","55918571300; 57126519600; 55803254400; 55382839200; 57213816222; 15019725700; 8917818400; 55482864900; 54406773000; 56029863000; 57191657552; 56105623700; 57202382479; 26655391400; 7402146609; 35078126000; 57191663096; 55538748100; 57191667847; 36063907600; 8211985500; 56487787400; 15043410900; 35169139200; 12775170100; 57192709047; 15756337100; 56533353400; 55732380600; 55553154800; 7102409848; 16189046400; 7202575097; 7801441069; 23667678400; 35397659000; 6701721348; 7202078898; 55861302800; 34975072000; 34768770800","Transcription phenotypes of pancreatic cancer are driven by genomic events during tumor evolution",2020,"Nature Genetics",52,"2",,231,240,,247,10.1038/s41588-019-0566-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078005624&partnerID=40&md5=bb7020c93443ed1c24a0dcfa8cdadaa8",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85078005624
"Němec, P., Osten, P.","36608940000; 6603963558","The evolution of brain structure captured in stereotyped cell count and cell type distributions",2020,"Current Opinion in Neurobiology",60,"",,176,183,,8,10.1016/j.conb.2019.12.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077744665&partnerID=40&md5=f70d64824ee2da2260c44329dd8ed3db",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85077744665
"Kwon, C.-T., Heo, J., Lemmon, Z.H., Capua, Y., Hutton, S.F., Van Eck, J., Park, S.J., Lippman, Z.B.","55753458500; 57209830584; 56202702000; 57193712282; 36104307900; 7005137329; 9245081200; 6507104270","Rapid customization of Solanaceae fruit crops for urban agriculture",2020,"Nature Biotechnology",38,"2",,182,188,,94,10.1038/s41587-019-0361-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077151540&partnerID=40&md5=e59b550f7b98117846151f8f926087d3",Article,Final,"",Scopus,2-s2.0-85077151540
"Londhe, A.D., Bergeron, A., Curley, S.M., Zhang, F., Rivera, K.D., Kannan, A., Coulis, G., Rizvi, S.H.M., Kim, S.J., Pappin, D.J., Tonks, N.K., Linhardt, R.J., Boivin, B.","57212509113; 57225346953; 57202951510; 8075040200; 36157150700; 57248281900; 8639683700; 57210476252; 57206875780; 7003371236; 35428426700; 35461639700; 6505836397","Regulation of PTP1B activation through disruption of redox-complex formation",2020,"Nature Chemical Biology",16,"2",,122,125,,16,10.1038/s41589-019-0433-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076888867&partnerID=40&md5=b4d74ab3256bac57a8a9564a4717b99c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85076888867
"Hershlag, A., Peyser, A., Bristow, S.L., Puig, O., Pollock, A., Niknazar, M., Mills, A.A.","7003317673; 57199258092; 57517396400; 57214976329; 57197332341; 26428364200; 7202863188","The potential impact of tumor suppressor genes on human gametogenesis: a case-control study",2020,"Journal of Assisted Reproduction and Genetics",37,"2",,341,346,,1,10.1007/s10815-019-01634-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075938194&partnerID=40&md5=1a10757ac62bd521026ff61096dd6705",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85075938194
"Cheng, H., Capponi, S., Wakeling, E., Marchi, E., Li, Q., Zhao, M., Weng, C., Stefan, P.G., Ahlfors, H., Kleyner, R., Rope, A., Lumaka, A., Lukusa, P., Devriendt, K., Vermeesch, J., Posey, J.E., Palmer, E.E., Murray, L., Leon, E., Diaz, J., Worgan, L., Mallawaarachchi, A., Vogt, J., de Munnik, S.A., Dreyer, L., Baynam, G., Ewans, L., Stark, Z., Lunke, S., Gonçalves, A.R., Soares, G., Oliveira, J., Fassi, E., Willing, M., Waugh, J.L., Faivre, L., Riviere, J.-B., Moutton, S., Mohammed, S., Payne, K., Walsh, L., Begtrup, A., Guillen Sacoto, M.J., Douglas, G., Alexander, N., Buckley, M.F., Mark, P.R., Adès, L.C., Sandaradura, S.A., Lupski, J.R., Roscioli, T., Agrawal, P.B., Kline, A.D., Wang, K., Timmers, H.T.M., Lyon, G.J.","57201491909; 57213385141; 6701763099; 57201813086; 55625374100; 57211951326; 8979750700; 57211942018; 57202568154; 57199066509; 7801333207; 35784958000; 6503945916; 55981139700; 56998935400; 15064783400; 55990084100; 57197873327; 37057534200; 57194000383; 10840641000; 57189244469; 14326315000; 35090023200; 57203622653; 14324494700; 49762887700; 7801695207; 25930014400; 57200770619; 7004609390; 36954199700; 57195580766; 7003994795; 54396660500; 7003645330; 7203057503; 54934426800; 35972582500; 57191835483; 7101875494; 56741449500; 56588048700; 57188657146; 53979341700; 7202941803; 57189245873; 7006071796; 57203148868; 7103394224; 6603454452; 7201900456; 7006978011; 55547129985; 55508547300; 57196750882","Missense variants in TAF1 and developmental phenotypes: Challenges of determining pathogenicity",2020,"Human Mutation",41,"2",,449,464,,18,10.1002/humu.23936,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075484672&partnerID=40&md5=828718719ebbbdd4da0f8b813862d5c3",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85075484672
"Scharner, J., Ma, W.K., Zhang, Q., Lin, K.-T., Rigo, F., Frank Bennett, C., Krainer, A.R.","35424518700; 54882850900; 57217654888; 55466900500; 9735454800; 7401714681; 56744420600","Hybridization-mediated off-target effects of splice-switching antisense oligonucleotides",2020,"Nucleic Acids Research",48,"2",,802,816,,34,10.1093/nar/gkz1132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077768497&partnerID=40&md5=5b6fc70468530f3c18744cfdd90de067",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85077768497
"Wu, Q., Xu, F., Liu, L., Char, S.N., Ding, Y., Je, B.I., Schmelz, E., Yang, B., Jackson, D.","55260835600; 56237341700; 56222343600; 56509336100; 57196944187; 9245081000; 7004121349; 57173404000; 7404288309","The maize heterotrimeric G protein β subunit controls shoot meristem development and immune responses",2020,"Proceedings of the National Academy of Sciences of the United States of America",117,"3",,1799,1805,,58,10.1073/pnas.1917577116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078191606&partnerID=40&md5=e74e0c4824c8d79b440eccfd70df167f",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85078191606
"Chen, C.-C., Li, B., Millman, S.E., Chen, C., Li, X., Morris, J.P., Mayle, A., Ho, Y.-J., Loizou, E., Liu, H., Qin, W., Shah, H., Violante, S., Cross, J.R., Lowe, S.W., Zhang, L.","56427239200; 57218156532; 49661941500; 57211111320; 57203730736; 7405897434; 55225557700; 57203726062; 55419008000; 57193522207; 57210735308; 57209562291; 23768601000; 26639250300; 15064198100; 58120852500","Vitamin B6 Addiction in Acute Myeloid Leukemia",2020,"Cancer Cell",37,"1",,71,84.e7,,34,10.1016/j.ccell.2019.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077368059&partnerID=40&md5=c40049b6bf82c573318e49bdc39d705b",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85077368059
"Rahman, M.A., Krainer, A.R., Abdel-Wahab, O.","55912545800; 56744420600; 6506638644","SnapShot: Splicing Alterations in Cancer",2020,"Cell",180,"1",,208,208.e1,,42,10.1016/j.cell.2019.12.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077322780&partnerID=40&md5=8fec4153d902ae1aff6ca4332fafac59",Note,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85077322780
"Najafi, F., Elsayed, G.F., Cao, R., Pnevmatikakis, E., Latham, P.E., Cunningham, J.P., Churchland, A.K.","57197469043; 57195108755; 56368452400; 25640207800; 36156215300; 35387912300; 6506370880","Excitatory and Inhibitory Subnetworks Are Equally Selective during Decision-Making and Emerge Simultaneously during Learning",2020,"Neuron",105,"1",,165,179.e8,,43,10.1016/j.neuron.2019.09.045,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077395972&partnerID=40&md5=dc474b3bd12e7e98d4f776a9250ba850",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85077395972
"Jamieson, K.H., McNutt, M., Kiermer, V., Sever, R.","7007149707; 56564982800; 6505970491; 7004676236","Reply to Kornfeld and Titus: No distraction from misconduct",2020,"Proceedings of the National Academy of Sciences of the United States of America",117,"1",,42,,,,10.1073/pnas.1918001116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077653156&partnerID=40&md5=fb807d4433f3bedcd0109ad62c48dddb",Letter,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85077653156
"Dokshin, G.A., Davis, G.M., Sawle, A.D., Eldridge, M.D., Nicholls, P.K., Gourley, T.E., Romer, K.A., Molesworth, L.W., Tatnell, H.R., Ozturk, A.R., de Rooij, D.G., Hannon, G.J., Page, D.C., Mello, C.C., Carmell, M.A.","24331101600; 57002084000; 36599184600; 57206039789; 58460509300; 57212610986; 55209164700; 57212606966; 57212602552; 57200637279; 7007029491; 7006115520; 7401724478; 7005061512; 7801532838","GCNA Interacts with Spartan and Topoisomerase II to Regulate Genome Stability",2020,"Developmental Cell",52,"1",,53,68.e6,,31,10.1016/j.devcel.2019.11.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077094326&partnerID=40&md5=857bff69bce7dc0ae21e5377cb84ddea",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85077094326
"Bhargava, V., Goldstein, C.D., Russell, L., Xu, L., Ahmed, M., Li, W., Casey, A., Servage, K., Kollipara, R., Picciarelli, Z., Kittler, R., Yatsenko, A., Carmell, M., Orth, K., Amatruda, J.F., Yanowitz, J.L., Buszczak, M.","57143774100; 56041132600; 57207574995; 58062799100; 57216176695; 57218359579; 55377798500; 55582043300; 36546376400; 57212553666; 9632846800; 7005346572; 7801532838; 7005618294; 7006697380; 57202973412; 6506057109","GCNA Preserves Genome Integrity and Fertility Across Species",2020,"Developmental Cell",52,"1",,38,52.e10,,39,10.1016/j.devcel.2019.11.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077065598&partnerID=40&md5=79fa12e2dc54cfab636747231075b92d",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85077065598
"Wortman, J.C., He, T.-F., Rosario, A., Wang, R., Schmolze, D., Yuan, Y., Susan, S.E., Li, X., Levine, H., Atwal, G., Lee, P., Yu, C.C.","56045574700; 57195411265; 57209779054; 57211209117; 37054640600; 57372721200; 57225913637; 57195406184; 35399029700; 6602332374; 7406120600; 7404978189","Occupancy and fractal dimension analyses of the spatial distribution of cytotoxic (CD8+) T cells infiltrating the tumor microenvironment in triple negative breast cancer",2020,"Physics Of Cancer, The: Research Advances",,"",,63,78,,,10.1142/9789811223495_0003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109611401&partnerID=40&md5=e7914045392f1bf82ab0cc86c22051af",Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-85109611401
"Shuvaev, S., Starosta, S., Kvitsiani, D., Kepecs, A., Koulakov, A.","57201193957; 55604596500; 8614683100; 6603111953; 6603963214","R-learning in actor-critic model offers a biologically relevant mechanism for sequential decision-making",2020,"Advances in Neural Information Processing Systems",2020-December,"",,,,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108452393&partnerID=40&md5=99660d460369d3a9cace5ecfcd46c4cc",Conference Paper,Final,"",Scopus,2-s2.0-85108452393
"Sultan, S., Snider, J., Conn, A., Li, M., Topp, C.N., Navlakha, S.","57224115103; 53878600900; 57194722746; 56091860500; 6701648334; 23486588700","A statistical growth property of plant root architectures",2020,"Plant Phenomics",2020,"", 2073723,,,,1,10.34133/2020/2073723,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85106997365&partnerID=40&md5=c094652ef083b008b26cb54955849f25",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85106997365
"Nüst, D., Eddelbuettel, D., Bennett, D., Cannoodt, R., Clark, D., Daróczi, G., Edmondson, M., Fay, C., Hughes, E., Kjeldgaard, L., Lopp, S., Marwick, B., Nolis, H., Nolis, J., Ooi, H., Ram, K., Ross, N., Shepherd, L., Sólymos, P., Swetnam, T.L., Turaga, N., Petegem, C.V., Williams, J., Willis, C., Xiao, N.","49361950400; 34972620300; 57219638732; 57105747800; 57213931362; 55921114100; 57219639837; 57219640486; 57219642723; 57219640366; 57221308970; 8572128400; 57219646880; 57219639675; 57219639147; 15751626600; 57194691291; 36190147200; 23104106300; 57216794855; 57192837231; 57224064989; 57213046586; 55044531700; 56531467500","The Rockerverse: Packages and Applications for Containerisation with R",2020,"R Journal",12,"1",,437,461,,4,10.32614/rj-2020-007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097018976&partnerID=40&md5=243a7289af70d4368e7bde5723a376dd",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097018976
"Thomas, D., Meze, K., Han, C.T., Adams, D.","55727324500; 57225909607; 57219725781; 57219726649","Glow Discharging Your Grids before Plunging Your Sample Is Not Necessary",2020,"Microscopy and Microanalysis",,"",,,,,,10.1017/S1431927620014269,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094972868&partnerID=40&md5=bd008ba59fe3d2fc40f7b47f68fe63d9",Conference Paper,Article in Press,"All Open Access, Bronze",Scopus,2-s2.0-85094972868
"Bayer, P.E., Golicz, A.A., Scheben, A., Batley, J., Edwards, D.","55915175500; 55915014300; 57196184942; 55725810400; 7404087297","Author Correction: Plant pan-genomes are the new reference (Nature Plants, (2020), 6, 8, (914-920), 10.1038/s41477-020-0733-0)",2020,"Nature Plants",,"",,,,,1,10.1038/s41477-020-00776-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094965919&partnerID=40&md5=2ab002a1932e73bb748c90eb591b1c84",Erratum,Article in Press,"All Open Access, Bronze",Scopus,2-s2.0-85094965919
